CODICE_VIA,STATO,TIPO,DENOMINAZIONE,DATA_INTITOLAZIONE,ANNO_SOPPRESSIONE,DESCRITTIVO,ANNCSU,OPENSTREETMAP,PROGANNCSU
1523,2,3,OSPEDALE MAGGIORE,,0,DELL'OSPEDALE MAGGIORE,DELL'OSPEDALE MAGGIORE,DELL'OSPEDALE MAGGIORE,
1524,2,1,GRAZIANO,,0,GRAZIANO,GRAZIANO,GRAZIANO,
1525,3,1,BACCELLI GUIDO,19380407,2010,GUIDO BACCELLI,GUIDO BACCELLI,,
1526,2,1,GATTI FRANCESCO,19510313,0,FRANCESCO GATTI,FRANCESCO GATTI,FRANCESCO GATTI,
1527,2,1,DE ANGELIS MICHELE,19371103,0,MICHELE DE ANGELIS,MICHELE DE ANGELIS,MICHELE DE ANGELIS,
1528,2,1,SIDERNO,,0,SIDERNO,SIDERNO,SIDERNO,
1529,2,1,COLOMBI CAMILLO,,0,CAMILLO COLOMBI,CAMILLO COLOMBI,CAMILLO COLOMBI,
1530,2,1,MONTI PADRE PIER LUIGI,,0,PADRE LUIGI MONTI,PADRE LUIGI MONTI,PADRE PIER LUIGI MONTI,
1531,2,1,SPADINI ARMANDO,,0,ARMANDO SPADINI,ARMANDO SPADINI,ARMANDO SPADINI,
1532,2,1,VAL DI LEDRO,,0,VAL DI LEDRO,VAL DI LEDRO,VAL DI LEDRO,
1533,2,1,TERRUGGIA GIOVANNI,,0,GIOVANNI TERRUGGIA,GIOVANNI TERRUGGIA,GIOVANNI TERRUGGIA,
1534,2,1,CAMERINO,19550405,0,CAMERINO,CAMERINO,CAMERINO,
1535,2,1,VAL D'OSSOLA,,0,VAL D'OSSOLA,VAL D'OSSOLA,VAL D'OSSOLA,
1536,2,1,CICCOTTI ETTORE,19691008,0,CICCOTTI ETTORE,ETTORE CICCOTTI,ETTORE CICCOTTI,
1537,2,1,DE GASPERIS ANGELO,19710531,0,ANGELO DE GASPERIS,ANGELO DE GASPERIS,ANGELO DE GASPERIS,
1538,2,1,ESCULAPIO,,0,ESCULAPIO,ESCULAPIO,ESCULAPIO,
1539,2,1,LITTA MODIGNANI ALESSANDRO,,0,ALESSANDRO LITTA MODIGNANI,ALESSANDRO LITTA MODIGNANI,ALESSANDRO LITTA MODIGNANI,
1540,2,1,ASSIETTA,,0,ASSIETTA,ASSIETTA,ASSIETTA,
1541,2,1,BIVONA,,0,BIVONA,BIVONA,BIVONA,
1542,2,1,SALEMI,,0,SALEMI,SALEMI,SALEMI,
1543,2,1,IPPOCRATE,19280518,0,IPPOCRATE,IPPOCRATE,IPPOCRATE,
1544,2,1,TACCIOLI GIUSEPPE,,0,GIUSEPPE TACCIOLI,GIUSEPPE TACCIOLI,GIUSEPPE TACCIOLI,
1545,2,2,AFFORI,,0,AFFORI,AFFORI,AFFORI,
1546,2,3,GIUSTINA (SANTA),,0,SANTA GIUSTINA,SANTA GIUSTINA,SANTA GIUSTINA,
1547,2,1,OSCULATI GAETANO,,0,GAETANO OSCULATI,GAETANO OSCULATI,GAETANO OSCULATI,
1548,2,1,ZANOLI ALESSANDRO,,0,ALESSANDRO ZANOLI,ALESSANDRO ZANOLI,ALESSANDRO ZANOLI,
1549,2,1,ARMELLINI CARLO,19280518,0,CARLO ARMELLINI,CARLO ARMELLINI,CARLO ARMELLINI,
1550,2,1,BRUSUGLIO,,0,BRUSUGLIO,BRUSUGLIO,BRUSUGLIO,
1551,2,1,BELLERIO CARLO,,0,CARLO BELLERIO,CARLO BELLERIO,CARLO BELLERIO,
1552,2,1,SESTINI BARTOLOMEO,19280518,0,BARTOLOMEO SESTINI,BARTOLOMEO SESTINI,BARTOLOMEO SESTINI,
1553,2,1,RUTILIO RUFO PUBLIO,19510313,0,PUBLIO RUTILIO RUFO,PUBLIO RUTILIO RUFO,PUBLIO RUTILIO RUFO,
1554,2,1,SAND GEORGE,19280518,0,GEORGE SAND,GEORGE SAND,GEORGE SAND,
1555,2,1,VERGATO,,0,VERGATO,VERGATO,VERGATO,
1556,2,1,ROCCA D'ANFO,,0,ROCCA D'ANFO,ROCCA D'ANFO,ROCCA D'ANFO,
1557,2,1,VINCENZO DA SEREGNO,,0,VINCENZO DA SEREGNO,VINCENZO DA SEREGNO,VINCENZO DA SEREGNO,
1558,2,1,ASTESANI ALESSANDRO,,0,ALESSANDRO ASTESANI,ALESSANDRO ASTESANI,ALESSANDRO ASTESANI,
1559,2,1,NOVARO MICHELE,19280518,0,MICHELE NOVARO,MICHELE NOVARO,MICHELE NOVARO,
1560,2,1,FLAVIA,,0,FLAVIA,FLAVIA,FLAVIA,
1561,2,1,MOLTENI GIUSEPPE,,0,GIUSEPPE MOLTENI,GIUSEPPE MOLTENI,GIUSEPPE MOLTENI,
1562,2,1,FACCIO FRANCO,,0,FRANCO FACCIO,FRANCO FACCIO,FRANCO FACCIO,
1563,2,1,CARLI GIAN RINALDO,,0,GIAN RINALDO CARLI,GIAN RINALDO CARLI,GIAN RINALDO CARLI,
1564,2,1,GENOVESI ANTONIO,,0,ANTONIO GENOVESI,ANTONIO GENOVESI,ANTONIO GENOVESI,
1565,2,1,TERRACINA,,0,TERRACINA,TERRACINA,TERRACINA,
1566,2,1,GALIANI FERDINANDO,19280512,0,FERDINANDO GALIANI,FERDINANDO GALIANI,FERDINANDO GALIANI,
1567,2,1,CALTAGIRONE,,0,CALTAGIRONE,CALTAGIRONE,CALTAGIRONE,
1568,2,2,RUBICONE,,0,RUBICONE,RUBICONE,RUBICONE,
1569,2,1,SCHERILLO MICHELE,19660124,0,MICHELE SCHERILLO,MICHELE SCHERILLO,MICHELE SCHERILLO,
1570,2,1,VOCHIERI ANDREA,19280518,0,ANDREA VOCHIERI,ANDREA VOCHIERI,ANDREA VOCHIERI,
1571,2,1,ISEO,,0,ISEO,ISEO,ISEO,
1572,2,1,GAETA,,0,GAETA,GAETA,GAETA,
1573,2,1,COMASINA,,0,COMASINA,COMASINA,COMASINA,
1574,2,1,IVREA,,0,IVREA,IVREA,IVREA,
1575,2,1,GALEAZZI RICCARDO,,0,RICCARDO GALEAZZI,RICCARDO GALEAZZI,RICCARDO GALEAZZI,
1576,2,3,FORTUNATO GIUSTINO,,0,GIUSTINO FORTUNATO,GIUSTINO FORTUNATO,GIUSTINO FORTUNATO,
1577,2,1,CASARSA,,0,CASARSA,CASARSA,CASARSA,
1578,2,1,REGALDI GIUSEPPE,19280518,0,GIUSEPPE REGALDI,GIUSEPPE REGALDI,GIUSEPPE REGALDI,
1579,2,1,BEMBO PIETRO,19280518,0,PIETRO BEMBO,PIETRO BEMBO,PIETRO BEMBO,
1580,2,1,CARO ANNIBAL,19280512,0,ANNIBAL CARO,ANNIBAL CARO,ANNIBAL CARO,
1581,2,1,CORMANO,,0,CORMANO,CORMANO,CORMANO,
1582,2,1,FINZI GIUSEPPE,19280512,0,GIUSEPPE FINZI,GIUSEPPE FINZI,GIUSEPPE FINZI,
1583,2,1,PASTA GIUDITTA,,0,GIUDITTA PASTA,GIUDITTA PASTA,GIUDITTA PASTA,
1584,2,1,BOSISIO,19510313,0,BOSISIO,BOSISIO,BOSISIO,
1585,2,1,MAFFI ANTONIO,,0,ANTONIO MAFFI,ANTONIO MAFFI,ANTONIO MAFFI,
1586,2,1,BIGLIA DEI CONTI,,0,DEI CONTI BIGLIA,DEI CONTI BIGLIA,DEI CONTI BIGLIA,
1587,2,1,ROTTA PAOLO,19301002,0,PAOLO ROTTA,PAOLO ROTTA,PAOLO ROTTA,
1588,2,1,HERMADA,,0,HERMADA,HERMADA,HERMADA,
1589,2,1,PASSERINI GIAN BATTISTA,,0,GIAN BATTISTA PASSERINI,GIAN BATTISTA PASSERINI,GIAN BATTISTA PASSERINI,
1590,2,1,PAULUCCI DI CALBOLI FULCIERI,,0,PAULUCCI DI CALBOLI FULCIERI,PAULUCCI DI CALBOLI FULCIERI,PAULUCCI DI CALBOLI FULCIERI,
1591,2,1,ORNATO LUIGI,,0,LUIGI ORNATO,LUIGI ORNATO,LUIGI ORNATO,
1592,2,1,DONATELLI RENATO,,0,RENATO DONATELLI,RENATO DONATELLI,RENATO DONATELLI,
1593,2,3,BELLOVESO,19280518,0,BELLOVESO,BELLOVESO,BELLOVESO,
1594,2,1,SANTAGOSTINO PAOLO,,0,PAOLO SANTAGOSTINO,PAOLO SANTAGOSTINO,PAOLO SANTAGOSTINO,
1595,2,3,GRAN PARADISO,,0,GRAN PARADISO,GRAN PARADISO,GRAN PARADISO,
1596,2,1,CICERONE MARCO TULLIO,,0,MARCO TULLIO CICERONE,MARCO TULLIO CICERONE,MARCO TULLIO CICERONE,
1597,2,1,LANFRANCO DELLA PILA,19301002,0,LANFRANCO DELLA PILA,LANFRANCO DELLA PILA,LANFRANCO DELLA PILA,
1598,2,1,ADRIATICO,,0,ADRIATICO,ADRIATICO,ADRIATICO,
1599,2,1,CATTARO,,0,CATTARO,CATTARO,CATTARO,
1600,2,1,PALANZONE,,0,PALANZONE,PALANZONE,PALANZONE,
1601,2,1,GRIVOLA,,0,GRIVOLA,GRIVOLA,GRIVOLA,
1602,2,1,MARMOLADA,,0,MARMOLADA,MARMOLADA,MARMOLADA,
1603,2,1,CESARI ANTONIO,,0,ANTONIO CESARI,ANTONIO CESARI,ANTONIO CESARI,
1604,2,1,VINCENZO DA FILICAIA,,0,VINCENZO DA FILICAIA,VINCENZO DA FILICAIA,VINCENZO DA FILICAIA,
1605,2,1,ACHILLINI CLAUDIO,,0,CLAUDIO ACHILLINI,CLAUDIO ACHILLINI,CLAUDIO ACHILLINI,
1606,2,1,FRUGONI CARLO INNOCENZO,,0,CARLO INNOCENZO FRUGONI,CARLO INNOCENZO FRUGONI,CARLO INNOCENZO FRUGONI,
1607,2,1,FERMIGNANO,19710730,0,FERMIGNANO,FERMIGNANO,FERMIGNANO,
1608,2,1,ANTONIO DA SALUZZO,19301002,0,ANTONIO DA SALUZZO,ANTONIO DA SALUZZO,ANTONIO DA SALUZZO,
1609,2,1,LEONE DA PEREGO,19301002,0,LEONE DA PEREGO,LEONE DA PEREGO,LEONE DA PEREGO,
1610,2,1,CHERSO,,0,CHERSO,CHERSO,CHERSO,
1611,2,1,GREGOROVIUS FERDINANDO,,0,FERDINANDO GREGOROVIUS,FERDINANDO GREGOROVIUS,FERDINANDO GREGOROVIUS,
1612,2,1,CAGNI UMBERTO,19480608,0,UMBERTO CAGNI,UMBERTO CAGNI,UMBERTO CAGNI,
1613,2,1,GRILLONI GIUSEPPE,19480608,0,GIUSEPPE GRILLONI,GIUSEPPE GRILLONI,GIUSEPPE GRILLONI,
1614,2,3,MARTELLI FRANCO,19400912,0,FRANCO MARTELLI,FRANCO MARTELLI,FRANCO MARTELLI,
1615,2,2,BERBERA,19400912,0,BERBERA,BERBERA,BERBERA,
1616,2,1,PONALE,,0,PONALE,PONALE,PONALE,
1617,2,1,EMPOLI,,0,EMPOLI,EMPOLI,EMPOLI,
1618,2,1,GOFFREDO DA BUSSERO,,0,GOFFREDO DA BUSSERO,GOFFREDO DA BUSSERO,GOFFREDO DA BUSSERO,
1619,2,1,ASTURIE,,0,ASTURIE,ASTURIE,ASTURIE,
1620,2,2,ESPERIA,,0,ESPERIA,ESPERIA,ESPERIA,
1621,2,1,SAN MINIATO,19510313,0,SAN MINIATO,SAN MINIATO,SAN MINIATO,
1622,2,1,PULCI LUIGI,19280201,0,LUIGI PULCI,LUIGI PULCI,LUIGI PULCI,
1623,2,2,RODI,,0,RODI,RODI,RODI,
1624,2,1,NOTA ALBERTO,19290327,0,ALBERTO NOTA,ALBERTO NOTA,ALBERTO NOTA,
1625,2,1,LA FARINA GIUSEPPE,19290327,0,GIUSEPPE LA FARINA,GIUSEPPE LA FARINA,GIUSEPPE LA FARINA,
1626,2,1,GLICERIO (SAN),,0,SAN GLICERIO,SAN GLICERIO,SAN GLICERIO,
1627,2,1,CHIESE,,0,CHIESE,CHIESE,CHIESE,
1628,2,1,FIERAMOSCA ETTORE,,0,ETTORE FIERAMOSCA,ETTORE FIERAMOSCA,ETTORE FIERAMOSCA,
1629,2,7,EGEO,19280201,0,EGEO,EGEO,EGEO,
1630,2,1,SESTO SAN GIOVANNI,,0,SESTO SAN GIOVANNI,SESTO SAN GIOVANNI,SESTO SAN GIOVANNI,
1631,2,1,BECCARO PADRE GERARDO,19301002,0,PADRE GERARDO BECCARO,PADRE GERARDO BECCARO,PADRE GERARDO BECCARO,
1632,2,1,TEANO,,0,TEANO,TEANO,TEANO,
1633,2,1,CALIZZANO,,0,CALIZZANO,CALIZZANO,CALIZZANO,
1634,2,1,NOVATE,,0,NOVATE,NOVATE,NOVATE,
1635,2,1,OROBONI ANTONIO,19280518,0,ANTONIO OROBONI,ANTONIO OROBONI,ANTONIO OROBONI,
1636,2,1,PESARO,19301002,0,PESARO,PESARO,PESARO,
1637,2,1,FANO,,0,FANO,FANO,FANO,
1638,2,1,URBINO,19301002,0,URBINO,URBINO,URBINO,
1639,2,1,BERNARDINO DA NOVATE,19660124,0,BERNARDINO DA NOVATE,BERNARDINO DA NOVATE,BERNARDINO DA NOVATE,
1640,2,1,MAZZUCCHELLI SAMUELE,19280518,0,SAMUELE MAZZUCCHELLI,SAMUELE MAZZUCCHELLI,SAMUELE MAZZUCCHELLI,
1641,2,1,FONTANELLI ACHILLE,,0,ACHILLE FONTANELLI,ACHILLE FONTANELLI,ACHILLE FONTANELLI,
1642,2,1,FABRIANO,,0,FABRIANO,FABRIANO,FABRIANO,
1643,2,1,TREVI,,0,TREVI,TREVI,TREVI,
1644,2,1,GRIMM (F.LLI),,0,FRATELLI GRIMM,FRATELLI GRIMM,FRATELLI GRIMM,
1645,2,1,DELLA PORTA GIACOMO,,0,GIACOMO DELLA PORTA,GIACOMO DELLA PORTA,GIACOMO DELLA PORTA,
1646,2,1,VAL SABBIA,,0,VAL SABBIA,VAL SABBIA,VAL SABBIA,
1647,2,3,GASPARRI PIETRO,,0,PIETRO GASPARRI,PIETRO GASPARRI,,
1648,2,1,VAL DI BONDO,,0,VAL DI BONDO,VAL DI BONDO,VAL DI BONDO,
1649,2,1,SANTUARIO DEL SACRO CUORE,,0,SANTUARIO DEL SACRO CUORE,SANTUARIO DEL SACRO CUORE,SANTUARIO DEL SACRO CUORE,
1650,2,1,ALBERICO DA BARBIANO,19280518,0,ALBERICO DA BARBIANO,ALBERICO DA BARBIANO,ALBERICO DA BARBIANO,
1651,2,1,ACERBI ENRICO,,0,ENRICO ACERBI,ENRICO ACERBI,ENRICO ACERBI,
1652,2,1,CAPSONI SIRO,,0,SIRO CAPSONI,SIRO CAPSONI,SIRO CAPSONI,
1653,2,5,PANTALEONI DIOMEDE,,0,DIOMEDE PANTALEONI,DIOMEDE PANTALEONI,DIOMEDE PANTALEONI,
1654,2,1,FULTON ROBERTO,,0,ROBERTO FULTON,ROBERTO FULTON,ROBERTO FULTON,
1655,2,3,BRUZZANO,,0,BRUZZANO,BRUZZANO,BRUZZANO,
1656,2,2,RAPISARDI MARIO,,0,MARIO RAPISARDI,MARIO RAPISARDI,MARIO RAPISARDI,
1657,2,1,MERLONI MADRE CLELIA,,0,MADRE CLELIA MERLONI,MADRE CLELIA MERLONI,MADRE CLELIA MERLONI,
1658,2,1,MARCHIONNI CARLOTTA,,0,CARLOTTA MARCHIONNI,CARLOTTA MARCHIONNI,CARLOTTA MARCHIONNI,
1659,2,1,ANGELONI LUIGI,,0,LUIGI ANGELONI,LUIGI ANGELONI,LUIGI ANGELONI,
1660,2,1,BRESSO,,0,BRESSO,BRESSO,BRESSO,
1661,2,1,BRASCHI (DEI),,0,DEI BRASCHI,DEI BRASCHI,DEI BRASCHI,
1662,2,1,TRECHI SIGISMONDO,,0,SIGISMONDO TRECHI,SIGISMONDO TRECHI,SIGISMONDO TRECHI,
1663,2,1,ARNALDO (SANT'),,0,SANT'ARNALDO,SANT'ARNALDO,SANT'ARNALDO,
1664,2,4,RAPALLO,,0,RAPALLO,RAPALLO,RAPALLO,
1665,2,1,VAL DAONE,,0,VAL DAONE,VAL DAONE,VAL DAONE,
1666,2,1,VAL CISMON,,0,VAL CISMON,VAL CISMON,VAL CISMON,
1667,2,1,BIGNAMI EMILIO,,0,EMILIO BIGNAMI,EMILIO BIGNAMI,EMILIO BIGNAMI,
1668,2,21,ALCIATO ANDREA,19911114,0,ANDREA ALCIATO,ANDREA ALCIATO,ANDREA ALCIATO,
1669,2,1,BESOZZI NINO,19911128,0,NINO BESOZZI,NINO BESOZZI,NINO BESOZZI,
1670,2,1,GIRARDENGO COSTANTE,19940111,0,COSTANTE GIRARDENGO,COSTANTE GIRARDENGO,COSTANTE GIRARDENGO,
1671,2,1,VAL DI NIEVOLE,,0,VAL DI NIEVOLE,VAL DI NIEVOLE,VAL DI NIEVOLE,
1672,2,1,COSTALOVARA,,0,COSTALOVARA,COSTALOVARA,COSTALOVARA,
1673,2,1,BELLONI ANGELO,,0,ANGELO BELLONI,ANGELO BELLONI,ANGELO BELLONI,
1674,2,1,GABBRO,,0,GABBRO,GABBRO,GABBRO,
1675,2,1,CERVI ANNUNZIO,,0,ANNUNZIO CERVI,ANNUNZIO CERVI,ANNUNZIO CERVI,
1676,2,1,CICOGNA MOZZONI CARLO,,0,CARLO CICOGNA MOZZONI,CARLO CICOGNA MOZZONI,CARLO CICOGNA MOZZONI,
1677,2,1,FORNI GEROLAMO,20100514,0,GEROLAMO FORNI,GEROLAMO FORNI,GEROLAMO FORNI,
1678,2,1,SALVEMINI GAETANO,,0,GAETANO SALVEMINI,GAETANO SALVEMINI,GAETANO SALVEMINI,
1679,2,1,MARTINAZZOLI ANTONIO,,0,ANTONIO MARTINAZZOLI,ANTONIO MARTINAZZOLI,ANTONIO MARTINAZZOLI,
1680,2,1,TAMIGI (DEL),,0,DEL TAMIGI,DEL TAMIGI,DEL TAMIGI,
1681,2,1,SENNA (DELLA),,0,DELLA SENNA,DELLA SENNA,DELLA SENNA,
1682,2,1,RENO (DEL),,0,DEL RENO,DEL RENO,DEL RENO,
1683,2,1,DANUBIO (DEL),,0,DEL DANUBIO,DEL DANUBIO,DEL DANUBIO,
1684,2,1,VOLGA (DEL),,0,DEL VOLGA,DEL VOLGA,DEL VOLGA,
1685,2,1,TAGO (DEL),,0,DEL TAGO,DEL TAGO,DEL TAGO,
1686,2,1,MARNA (DELLA),,0,DELLA MARNA,DELLA MARNA,DELLA MARNA,
1687,2,1,DORA BALTEA,19690908,0,DORA BALTEA,DORA BALTEA,DORA BALTEA,
1688,2,1,DORA RIPARIA,19690908,0,DORA RIPARIA,DORA RIPARIA,DORA RIPARIA,
1689,3,1,FIUME,19690908,2010,FIUME,FIUME,FIUME,
1690,2,1,EMANUELI LUIGI,19710329,0,LUIGI EMANUELI,LUIGI EMANUELI,LUIGI EMANUELI,
1691,2,1,SAVOLDO GIAN GIROLAMO,19710729,0,GIAN GIROLAMO SAVOLDO,GIAN GIROLAMO SAVOLDO,GIAN GIROLAMO SAVOLDO,
1692,2,1,LONGONI EMILIO,,0,EMILIO LONGONI,EMILIO LONGONI,EMILIO LONGONI,
1693,2,1,DE MARTINO EMILIO,,0,EMILIO DE MARTINO,EMILIO DE MARTINO,EMILIO DE MARTINO,
1694,2,1,SPELLANZON CESARE,,0,CESARE SPELLANZON,CESARE SPELLANZON,CESARE SPELLANZON,
1695,2,1,ROTA MAURO,,0,MAURO ROTA,MAURO ROTA,MAURO ROTA,
1696,2,1,REGNO ITALICO (DEL),,0,DEL REGNO ITALICO,DEL REGNO ITALICO,DEL REGNO ITALICO,
1697,2,7,MARTIRI DELLA DEPORTAZIONE,,0,MARTIRI DELLA DEPORTAZIONE,MARTIRI DELLA DEPORTAZIONE,MARTIRI DELLA DEPORTAZIONE,
1698,2,1,CRISTIANI BELTRAME,,0,BELTRAME CRISTIANI,BELTRAME CRISTIANI,BELTRAME CRISTIANI,
1699,2,1,SIBELIUS JAN,,0,JAN SIBELIUS,JAN SIBELIUS,JAN SIBELIUS,
1700,2,1,LISSONI ANTONIO,,0,ANTONIO LISSONI,ANTONIO LISSONI,ANTONIO LISSONI,
1701,2,1,MANN THOMAS,,0,THOMAS MANN,THOMAS MANN,THOMAS MANN,
1702,2,1,GIOLLI RAFFAELLO,,0,RAFFAELLO GIOLLI,RAFFAELLO GIOLLI,RAFFAELLO GIOLLI,
1703,2,1,DI TOCQUEVILLE ALESSIO,,0,ALESSIO DI TOCQUEVILLE,ALESSIO DI TOCQUEVILLE,ALESSIO DI TOCQUEVILLE,
1704,2,2,STURZO DON LUIGI,,0,DON LUIGI STURZO,DON LUIGI STURZO,LUIGI STURZO,
1705,2,3,FREUD SIGMUND,,0,SIGMUND FREUD,SIGMUND FREUD,SIGMUND FREUD,
1706,2,1,SMITH ADAMO,19760601,0,ADAMO SMITH,ADAMO SMITH,ADAMO SMITH,
1707,2,1,SILVESTRI GIOVANNI,19760601,0,GIOVANNI SILVESTRI,GIOVANNI SILVESTRI,GIOVANNI SILVESTRI,
1708,2,1,SENIGALLIA,19741010,0,SENIGALLIA,SENIGALLIA,SENIGALLIA,
1709,2,1,MAESTRI DEL LAVORO,19770526,0,MAESTRI DEL LAVORO,MAESTRI DEL LAVORO,MAESTRI DEL LAVORO,
1710,2,1,ARGANINI GEROLAMO,19770525,0,GEROLAMO ARGANINI,GEROLAMO ARGANINI,GEROLAMO ARGANINI,
1711,2,1,CECCHI EMILIO,19770603,0,EMILIO CECCHI,EMILIO CECCHI,EMILIO CECCHI,
1712,2,1,SBARBARO CAMILLO,,0,CAMILLO SBARBARO,CAMILLO SBARBARO,CAMILLO SBARBARO,
1713,2,1,MINUZIANO ALESSANDRO,,0,ALESSANDRO MINUZIANO,ALESSANDRO MINUZIANO,ALESSANDRO MINUZIANO,
1714,2,4,DE BENEDETTI ALDO,19920922,0,ALDO DE BENEDETTI,ALDO DE BENEDETTI,ALDO DE BENEDETTI,
1715,2,1,COMBONI DANIELE,,0,DANIELE COMBONI,DANIELE COMBONI,DANIELE COMBONI,
1716,2,4,MISSIONARI COMBONIANI,19910503,0,MISSIONARI COMBONIANI,MISSIONARI COMBONIANI,MISSIONARI COMBONIANI,
1717,2,1,MORO ALDO,19931224,0,ALDO MORO,ALDO MORO,ALDO MORO,
1718,2,10,BUSSA EUGENIO,19960323,0,EUGENIO BUSSA,EUGENIO BUSSA,EUGENIO BUSSA,
1719,2,5,MANZONI PIERO,19950712,0,PIERO MANZONI,PIERO MANZONI,PIERO MANZONI,
1720,2,1,RUVENZORI,19960115,0,RUVENZORI,RUVENZORI,RUVENZORI,
1721,2,1,TREMITI,19960611,0,TREMITI,TREMITI,TREMITI,
1722,2,4,DIONIGI IN PRATOCENTENARIO (SAN),19950525,0,SAN DIONIGI IN PRATOCENTENARO,SAN DIONIGI IN PRATOCENTENARO,SAN DIONIGI IN PRATOCENTENARO,
1723,2,1,BISNATI ALESSANDRO,19970203,0,ALESSANDRO BISNATI,ALESSANDRO BISNATI,ALESSANDRO BISNATI,
1724,2,1,DA VELATE GUIDO,19970217,0,GUIDO DA VELATE,GUIDO DA VELATE,GUIDO DA VELATE,
1725,2,1,POZZOBONELLI GIUSEPPE,19970210,0,GIUSEPPE POZZOBONELLI,GIUSEPPE POZZOBONELLI,GIUSEPPE POZZOBONELLI,
1726,2,3,ALFIERI EMILIO,19970630,0,EMILIO ALFIERI,EMILIO ALFIERI,EMILIO ALFIERI,
1727,2,2,PIRELLI PIERO E ALBERTO,19971009,0,PIERO E ALBERTO PIRELLI,PIERO E ALBERTO PIRELLI,PIERO E ALBERTO PIRELLI,
1728,2,1,BICOCCA DEGLI ARCIMBOLDI,19971009,0,BICOCCA DEGLI ARCIMBOLDI,BICOCCA DEGLI ARCIMBOLDI,BICOCCA DEGLI ARCIMBOLDI,
1729,2,1,FINANZIERI D'ITALIA,19971229,0,FINANZIERI D'ITALIA,FINANZIERI D'ITALIA,FINANZIERI D'ITALIA,
1730,2,4,MARTIRI DELLE FOIBE,19980417,0,MARTIRI DELLE FOIBE,MARTIRI DELLE FOIBE,MARTIRI DELLE FOIBE,
1731,2,2,INNOVAZIONE (DELL'),19980929,0,DELL'INNOVAZIONE,DELL'INNOVAZIONE,DELL'INNOVAZIONE,
1732,2,1,TEMOLO LIBERO,19981008,0,LIBERO TEMOLO,LIBERO TEMOLO,LIBERO TEMOLO,
1733,2,1,SEGNANINO,19981008,0,SEGNANINO,SEGNANINO,SEGNANINO,
1734,2,1,POLVANI GIOVANNI,19981008,0,GIOVANNI POLVANI,GIOVANNI POLVANI,GIOVANNI POLVANI,
1735,2,1,CALDIROLA PIERO,19981008,0,PIERO CALDIROLA,PIERO CALDIROLA,PIERO CALDIROLA,
1736,2,8,CREPAX GUIDO,20210504,0,GUIDO CREPAX,GUIDO CREPAX,GUIDO CREPAX,
1737,2,3,DAINI (DEI),19990126,0,DEI DAINI,DEI DAINI,DEI DAINI,
1738,2,1,STELLA BIANCA,20000427,0,STELLA BIANCA,STELLA BIANCA,STELLA BIANCA,
1739,2,1,FUBINI MARIO,19990226,0,MARIO FUBINI,MARIO FUBINI,MARIO FUBINI,
1740,2,3,ATENEO NUOVO (DELL'),19990409,0,DELL'ATENEO NUOVO,DELL'ATENEO NUOVO,DELL'ATENEO NUOVO,
1741,2,1,GRISI GIUDITTA E GIULIA,19980723,0,GIUDITTA E GIULIA GRISI,GIUDITTA E GIULIA GRISI,GIUDITTA E GIULIA GRISI,
1742,2,1,STREPPONI GIUSEPPINA,19980728,0,GIUSEPPINA STREPPONI,GIUSEPPINA STREPPONI,GIUSEPPINA STREPPONI,
1743,2,1,GRASSINI GIUSEPPINA,19980717,0,GIUSEPPINA GRASSINI,GIUSEPPINA GRASSINI,GIUSEPPINA GRASSINI,
1744,2,1,BALDACCI GAETANO,19981229,0,GAETANO BALDACCI,GAETANO BALDACCI,GAETANO BALDACCI,
1745,2,1,POLLINI GINO,19990222,0,GINO POLLINI,GINO POLLINI,GINO POLLINI,
1746,2,1,MAJORANA ETTORE,20090806,0,ETTORE MAJORANA,ETTORE MAJORANA,ETTORE MAJORANA,
1747,2,27,HELG FRANCA,20201001,0,FRANCA HELG,FRANCA HELG,FRANCA HELG,
1748,2,27,SCROFANI PAOLO,20200914,0,PAOLO SCROFANI,PAOLO SCROFANI,PAOLO SCROFANI,
1749,2,27,IOTTI NILDE,20210621,0,NILDE IOTTI,NILDE IOTTI,NILDE IOTTI,
1750,2,27,PARKS ROSA,20210512,0,ROSA PARKS,ROSA PARKS,ROSA PARKS,
1751,2,27,VIOLA GIUSEPPE,20210615,0,GIUSEPPE VIOLA,GIUSEPPE VIOLA,GIUSEPPE VIOLA,
1752,2,27,GAROFALO LEA,20201019,0,LEA GAROFALO,LEA GAROFALO,LEA GAROFALO,
1753,2,3,SCIENZA (DELLA),19990702,0,DELLA SCIENZA,DELLA SCIENZA,DELLA SCIENZA,
1754,2,1,BORSA EMILIO,20020603,0,EMILIO BORSA,EMILIO BORSA,EMILIO BORSA,
1755,2,1,GIUFFRE' ANTONINO,20001024,0,ANTONINO GIUFFRE',ANTONINO GIUFFRE',ANTONINO GIUFFR?,
1756,2,1,VILLANI DINO,20020306,0,DINO VILLANI,DINO VILLANI,DINO VILLANI,
1757,2,1,BECCALI LUIGI,20000520,0,LUIGI BECCALI,LUIGI BECCALI,LUIGI BECCALI,
1758,2,4,ABBAGNANO NICOLA,20001120,0,NICOLA ABBAGNANO,NICOLA ABBAGNANO,NICOLA ABBAGNANO,
1759,2,1,BOSCHI - DI STEFANO,20011113,0,ANTONIO BOSCHI E MARIEDA DI STEFANO,ANTONIO BOSCHI E MARIEDA DI STEFANO,BOSCHI DI STEFANO,
1760,2,1,FIGINI LUIGI,20011114,0,LUIGI FIGINI,LUIGI FIGINI,LUIGI FIGINI,
